location_id,guest_user_available,name,description,area,rating,category,category_name,category_resource,latitude,longitude,coordinates,website,address,phone,reviews,medias,media_urls,favorite_locations,updatedAt,Country,Geocode cache
rec9SMAqwUn7ijK3n,,Paurukanda Rajamaha Viharaya,"The stupa at Paurukanda Rajamaha Viharaya is perhaps somewhat unique as it has been built on stone but what attracts visitors to it is the Buddha footprint which was carved in rock in front of it in the 19th century. Located on top of a hill, trees give shade for those that climb the steps and the path to the top.",Macchanu - Zone 2,3,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,6.40947580,80.10995390,"6.40947580,80.10995390",,,,,"4688,4689","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec9SMAqwUn7ijK3n_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec9SMAqwUn7ijK3n_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec9sMjejuHHRrkeX,,Bodhimalakarama Tampita Viharaya,"Located 85kms from Colombo on the Colombo to kandy road is the village of Mangalagama. This ancient village is known as the place where a Bo Tree sapling took root whilst the pilgrim transporting it rested overnight. On hearing the news the Kandyan King had the Bodhimalakarama Tampita Viharayaon around the tree. The pilgrim’s name was Mangala and the village grew around the temple, hence its name.",Macchanu - Zone 2,2,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,7.25693840,80.40812090,"7.25693840,80.40812090",,,,,"4702,4703","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec9sMjejuHHRrkeX_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec9sMjejuHHRrkeX_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec9t6bTncXv84itg,,The Hummus Bar,,,4,Restaurants,Restaurants,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Restaurants_j7lxO-27g.png?updatedAt=1728630069302,5.9728871,80.434757,"5.9728871,80.434757",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec9uBNzRF0fk4Nvv,,Mano Auto Service (Bajaj Service),"Mechanic-  0714229780, 0472254302",,5,Mechanics,Mechanics,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Mechanics_R3J_r2hCx.png?updatedAt=1728630066523,6.1719832,80.6899142,"6.1719832,80.6899142",,,714229780,,,,,30/9/2025 3:22pm,Sri Lanka,
rec9UyZwR39Y2bywh,,Diyakerella Ella Ella,Located in the Kandy District at Meemure Village the Diyakerella Ella Falls makes a loud noise as it thunders down a 45 meter high rock face. Surrounded in jungle and with the Lakkgala Mountain as a backdrop these falls are worth a visit.,Macchanu - Zone 2,4,Waterfalls,Waterfalls,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Waterfalls_9p71Dn9Vm.png?updatedAt=1728630048678,7.43711210,80.85330980,"7.43711210,80.85330980",,,,,"4690,4691","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec9UyZwR39Y2bywh_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec9UyZwR39Y2bywh_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec9vRFBavVbsTaOf,,"Ranjith Motors

",Mechanic- 0773107549 / Speak in english. Tamil guy.,,5,Mechanics,Mechanics,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Mechanics_R3J_r2hCx.png?updatedAt=1728630066523,9.7157741,79.9978588,"9.7157741,79.9978588",,,773107549,,,,,30/9/2025 3:22pm,Sri Lanka,
rec9vrVUo082e6bjo,,Ratnapura National Museum - Elelepola Walawwa,"The National Museum in Ratnapura was opened in 1988 in what was once a mansion (Walawwa) for Maha Adikaram, a tax collector for the British after the Kandyan Kingdom’s annexation.",Macchanu - Zone 2,2,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,6.68439707,80.39946146,"6.68439707,80.39946146",,,,,"4704,4705","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec9vrVUo082e6bjo_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec9vrVUo082e6bjo_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec9xBkxFiFFUszd3,checked,Dambulla cave Temple,"Located in the central part of Sri Lanka about 72kms north of Kandy is the Dambulla Cave Temple which is also known as the Golden Temple of Dambulla and has been a World Heritage Site since 1991. Although the complex, which is considered one of the largest and best preserved cave temple complexes in Sri Lanka, consists of 80 caves, most paintings and statues of interest are located in just 5 of the caves.",Macchanu - Zone 2,5,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,7.85113820,80.65063480,"7.85113820,80.65063480",,,,,"4706,4707","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec9xBkxFiFFUszd3_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec9xBkxFiFFUszd3_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec9zhgsKx8VHjP1H,,Fuel Station,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,6.8777924,81.8287336,"6.8777924,81.8287336",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec9Zio8TB6ovXOAR,,Casserole Restaurant,,,4,Restaurants,Restaurants,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Restaurants_j7lxO-27g.png?updatedAt=1728630069302,6.8418614,79.8670348,"6.8418614,79.8670348",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec9Zj5rgUeG2oSkG,,"St. Marie's Cathedral, Batticaloa",To give it its proper title the cathedral church of the Roman Catholic Diocese of Batticaloa is an iconic landmark in Puliyanthivu. Built in 1808 it started its days as a co-cathedral with Trincomalee-Batticaloa but became a cathedral for Batticaloa only in 2012 with the creation of it becoming its own diocese.,Macchanu - Zone 2,4,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,7.71234400,81.69627300,"7.71234400,81.69627300",,,,,"4692,4693","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec9Zj5rgUeG2oSkG_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec9Zj5rgUeG2oSkG_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec10YZapDgQvgNHK,,Bunk 15 Hiriketiya,,,4,Accommodation,Accommodation,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Accommodation_eXD625qUuj.png?updatedAt=1728630048891,5.9666729,80.7101352,"5.9666729,80.7101352",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec11IiqcMt2PmAlV,,Bogahawatta Motors,"MMechanic-0362267332,0771842840",,5,Mechanics,Mechanics,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Mechanics_R3J_r2hCx.png?updatedAt=1728630066523,7.0193153,80.2629503,"7.0193153,80.2629503",,,362267332,,,,,30/9/2025 3:22pm,Sri Lanka,
rec19r64dvG59p7zq,,Nakkavita Ella Falls,The 100 meter high Nakkavita Ella Falls are located along the Mahagal Oya River where it flows over a huge stone slab. You can see these falls from the road to Maliboda just past Nakkavita,Macchanu - Zone 2,3,Waterfalls,Waterfalls,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Waterfalls_9p71Dn9Vm.png?updatedAt=1728630048678,6.90054690,80.39702520,"6.90054690,80.39702520",,,,,"4464,4465","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec19r64dvG59p7zq_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec19r64dvG59p7zq_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec19TvjnQEKbvgi5,,Boralesgamuwa Petrol Station,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,6.8417841,79.9068327,"6.8417841,79.9068327",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec19z94mSe1t4HFn,,Chill Restaurant Bar,,,4,Restaurants,Restaurants,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Restaurants_j7lxO-27g.png?updatedAt=1728630069302,6.8741814,81.048639,"6.8741814,81.048639",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec21jgK0MRGvJ4KA,,Suriyagoda Rajamaha Viharaya,"Located along the Kandy to Colombo road Suriyagoda Rajamaha Viharaya was founded in the 15th century. The images of Buddha and others in this temple are very well preserved but some of the wooden structures are partly burnt, probably by Portuguese who suffered a loss in battle in this area.",Macchanu - Zone 2,3,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,7.28232980,80.57168960,"7.28232980,80.57168960",,,,,"4476,4477","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec21jgK0MRGvJ4KA_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec21jgK0MRGvJ4KA_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec27MojuYHKNkTKc,,Ran Avuda Mandapaya,Originally constructed in the 16th century in the Kandyan Kingdom Ran Avuda Mandapaya is believed to be the place where royalty had their crowns and swords designed. Today the Sri Lankan Archeology Department over saw its renovation so now it can be used as a visitors and learning center where visitors can go there to learn more about Buddhism.,Macchanu - Zone 2,4,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,7.29447121,80.64168691,"7.29447121,80.64168691",,,,,"4478,4479","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec27MojuYHKNkTKc_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec27MojuYHKNkTKc_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec27pTdN91RMLv52,,Gerandigala Rajamaha Viharaya,Although the Gerandigala Rajamaha Viharaya was known to ancient kings it has been modernized over the years. The temple is located at the southern end of a line of huge rocks in precarious positions which are collectively known as Gerandigala or Rat Snake Rock.,Macchanu - Zone 2,3,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,7.78737780,80.57055320,"7.78737780,80.57055320",,,,,"4480,4481","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec27pTdN91RMLv52_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec27pTdN91RMLv52_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec30UeBXZyvbF6Nm,,Fuel Station,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,6.4680616,79.9859615,"6.4680616,79.9859615",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec33fSrJjfEhpCmG,,Madushanka - Helper,can seek his support at the mentioned location Phone Number - 71 406 4570,,5,Mechanics,Mechanics,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Mechanics_R3J_r2hCx.png?updatedAt=1728630066523,6.439138889,81.30263889,"6.439138889,81.30263889",,,78896530,,,,,30/9/2025 3:22pm,Sri Lanka,
rec35GZdJZLQlnsAn,,Maduru Oya National Park,Located 288kms northeast of Colombo the Maduru Oya National Park protects the catchment areas of 5 reservoirs. Named a National Park since 1983 the park also helps preserve the wildlife in the area which includes many elephants.,Macchanu - Zone 2,4,Wildlife,Wildlife,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Wildlife_MGRmv_X4vX.png?updatedAt=1728630071955,7.57300000,81.24700000,"7.57300000,81.24700000",,,,,"4508,4509","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec35GZdJZLQlnsAn_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec35GZdJZLQlnsAn_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec40s0jvfQfAluaZ,,Sirambiyadiya Petrol Station,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,8.0330749,79.8676131,"8.0330749,79.8676131",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec42ljbjAz74ACLz,,"C. N. C Motors
",Does big repairs and can be used as one of our main mechanics in nuwara eliya,,5,Mechanics,Mechanics,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Mechanics_R3J_r2hCx.png?updatedAt=1728630066523,6.9725969,80.7754878,"6.9725969,80.7754878",,,94 766 456 627,,,,,30/9/2025 3:22pm,Sri Lanka,
rec52f5wdVpKvBXSJ,,Hanthana Mountain Range,Declared an environmental protection area in 2010 the Hanthana Mountain Range lies south west of Kandy in central Sri Lanka. A popular location for mountain hikers the range comprises of 7 peaks with the highest being Uura Kanda at a height of 3800 feet.,Macchanu - Zone 2,4,Wildlife,Wildlife,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Wildlife_MGRmv_X4vX.png?updatedAt=1728630071955,7.25609290,80.62868360,"7.25609290,80.62868360",,,,,"4564,4565","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec52f5wdVpKvBXSJ_1.JPG, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec52f5wdVpKvBXSJ_2.JPG",,10/11/2024 11:38am,Sri Lanka,
rec052ZHcI4Mz11ee,,Nisala Motors," Phone Number - 0728709363, 0784737958",,5,Mechanics,Mechanics,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Mechanics_R3J_r2hCx.png?updatedAt=1728630066523,6.9042874,81.4500246,"6.9042874,81.4500246",,,787990099,,,,,30/9/2025 3:22pm,Sri Lanka,
rec53d1yVyOnUjZxo,,Kalpitiya Whale and Dolphin Watching,"Due to the Kalpitiya Peninsula being located close to the continental shelf it is an ideal place for whale watching. As well as the presence of the more common Blue Whale, Sperm Whales can also often be seen as they prepare to dive for giant squid, their main source of food.",Macchanu - Zone 2,4,Wildlife,Wildlife,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Wildlife_MGRmv_X4vX.png?updatedAt=1728630071955,8.19980440,79.70686640,"8.19980440,79.70686640",,,,,"4566,4567","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec53d1yVyOnUjZxo_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec53d1yVyOnUjZxo_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec55syUFlDuGinh6,,CEYPETCO,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,6.9156052,79.8650005,"6.9156052,79.8650005",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec57COLniXyTfIkf,,Elgin Falls,The Elgin tea estate is located at an elevation of 1500 meters and the property contains 5 separate waterfalls. The main falls are located 18kms from Nuwara Eliya city but the last 3kms requires to be hiked.,Kaliya - Zone 3,3,Waterfalls,Waterfalls,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Waterfalls_9p71Dn9Vm.png?updatedAt=1728630048678,6.88538050,80.78064630,"6.88538050,80.78064630",,,,,"4568,4569","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec57COLniXyTfIkf_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec57COLniXyTfIkf_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec60gYEslogVURuH,,Hangover Hostels Arugam Bay,,,4,Accommodation,Accommodation,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Accommodation_eXD625qUuj.png?updatedAt=1728630048891,6.8355232,81.8360265,"6.8355232,81.8360265",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec61GcitYzRXn1iL,,Saubagya Inn Anuradhapura,,,4,Accommodation,Accommodation,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Accommodation_eXD625qUuj.png?updatedAt=1728630048891,8.3237529,80.4159573,"8.3237529,80.4159573",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec62yWYhaJ7xGCEm,,Thaliya Wetuna Ella,Located on the Alakola Estate in the Knuckles Mountain Range Thaliya Wetuna Ella is a 50 meter high waterfall which is fed by a tributary of the Hulu Ganga River. To reach the falls take the Alakola Estate road for 3kms from the Hula Ganga Bridge.,Kaliya - Zone 3,4,Waterfalls,Waterfalls,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Waterfalls_9p71Dn9Vm.png?updatedAt=1728630048678,7.41898930,80.74021940,"7.41898930,80.74021940",,,,,"4584,4585","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec62yWYhaJ7xGCEm_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec62yWYhaJ7xGCEm_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec66AbrUuym8G8oc,,Hathagala Purana Tampita Viharaya,Although older history of the Hathagala Purana Tampita Viharaya has been lost it is known that it received royal patronage in the 18th century. Today the temple is still used by Buddhist Monks as an education center.,Kaliya - Zone 3,2,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,6.11486730,80.94314030,"6.11486730,80.94314030",,,,,"4586,4587","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec66AbrUuym8G8oc_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec66AbrUuym8G8oc_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec71VaPopECOXoNf,,Sarath Motors ,"They have moved to a new Location, awaiting location of the new place 

08/14/2025 Phone Number - 703280215",,5,Mechanics,Mechanics,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Mechanics_R3J_r2hCx.png?updatedAt=1728630066523,6.733416667,81.11769444,"6.733416667,81.11769444",,,779324127,,,,,30/9/2025 3:22pm,Sri Lanka,
rec72ay1uBjZrc00y,,Ceypetco Shed,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,6.3434194,81.2012866,"6.3434194,81.2012866",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec74RR4sMQcLBx4E,,CEYPETCO,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,6.8364258,80.5719423,"6.8364258,80.5719423",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec76mv6cnVfhN07Z,checked,Hot Springs of Mahaoya,"Mahaoya Hot Springs are located 2kms from the town and are the hottest hot springs in Sri Lanka. The hottest water from these 7 individual springs is 56C (133F) which is of course too hot to bathe, in fact there are only 2 of the 7 springs which have temperatures suitable for bathing.",Kaliya - Zone 3,5,Waterfalls,Waterfalls,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Waterfalls_9p71Dn9Vm.png?updatedAt=1728630048678,7.55218100,81.35304100,"7.55218100,81.35304100",,,,,"4616,4617","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec76mv6cnvfhn07z_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec76mv6cnvfhn07z_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec76qCi5RU8mWOSC,,Elamaldeniya Raja Maha Viharaya,"Located on a rocky hillside 8kms from Pitabeddara Town, Elamaldeniya Raja Maha Viharaya was built in the 2nd century BC. Although the temple site has a car park only the stupa can be seen on a hill in the distance and so visiting the temple will require a short hike which includes climbing 200 steps.",Sharabha - Zone 4,2,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,6.21358400,80.49776370,"6.21358400,80.49776370",,,,,"4618,4619","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec76qCi5RU8mWOSC_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec76qCi5RU8mWOSC_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec76rutvJEDSkYUN,,Sannithi Murugan, Phone Number - +94772018275,,5,Mechanics,Mechanics,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Mechanics_R3J_r2hCx.png?updatedAt=1728630066523,9.6724584,80.023129,"9.6724584,80.023129",,,212228076,,,,,30/9/2025 3:22pm,Sri Lanka,
rec78ky3Gj0PuRwp8,,New Ranasinghe Motors,"Mechanic-  0574921788 , 07577242111
0727046402",,5,Mechanics,Mechanics,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Mechanics_R3J_r2hCx.png?updatedAt=1728630066523,6.9017928,80.8976578,"6.9017928,80.8976578",,,777852028,,,,,30/9/2025 3:22pm,Sri Lanka,
rec81EkbmMzLoucKt,,Lanka Filling Station - K. Yogarajah,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,9.0572554,80.5094025,"9.0572554,80.5094025",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec84MJ7gJxyx8r7n,,Indian IOC Filling Station,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,8.7504232,80.508931,"8.7504232,80.508931",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec85gWcrGhChPIIw,,Lanka Filling Station,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,7.3866515,81.8367301,"7.3866515,81.8367301",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec85sqk48buVDZi8,,WELLINGTON FUEL MART,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,6.8153627,80.9629439,"6.8153627,80.9629439",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec86ezYgwKV1Kynq,,Lenawara Rajamaha Viharaya,"Close to Bandaragama Town Lenawara Rajamaha Viharaya has been built on several layers of a hill. The preaching hall used by the monks is close to the bottom however, the temple pagoda is at the top so some climbing will be needed to see that.",Sharabha - Zone 4,3,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,6.69599020,80.03056180,"6.69599020,80.03056180",,,,,"4650,4651","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec86ezYgwKV1Kynq_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec86ezYgwKV1Kynq_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec90KmfWDapSyQ9W,,Dutch Reformed Church of Galle,Located inside the Galle Fort the Dutch Reformed Church was built in 1755 and is the oldest protestant church still in use today in Sri Lanka. With contributions from the Dutch Embassy the church went through renovations in 2004 and its conservation program has since won a UNESCO Asia Pacific Heritage Award.,Sharabha - Zone 4,3,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,6.02817240,80.21711290,"6.02817240,80.21711290",,,,,"4676,4677","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec90KmfWDapSyQ9W_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec90KmfWDapSyQ9W_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec92FFqB7Jr9Z16H,,Stay Golden,,,4,Accommodation,Accommodation,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Accommodation_eXD625qUuj.png?updatedAt=1728630048891,6.8334033,81.8348378,"6.8334033,81.8348378",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec92iXOhPP0V6um1,,Polgaswatte Rakka Ella Falls,"The Polgaswatte Rakka Ella Falls resemble a wide stairway as the drop down 6 meters of rock face near the Deraniyagala – Noori Road. Like many other waterfalls which are in the vicinity of this road, these falls have suffered from water being diverted for hydro works and so are seen at their best during the rainy season.",Sharabha - Zone 4,4,Waterfalls,Waterfalls,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Waterfalls_9p71Dn9Vm.png?updatedAt=1728630048678,6.92310070,80.43238430,"6.92310070,80.43238430",,,,,"4678,4679","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec92iXOhPP0V6um1_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec92iXOhPP0V6um1_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec93cpZKXcThFsO6,,Siam View Hotel & Brew Pub,,,4,Accommodation,Accommodation,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Accommodation_eXD625qUuj.png?updatedAt=1728630048891,6.840264,81.832934,"6.840264,81.832934",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec99DR4kxmmj2DuA,,New Samansiri Motors,"Mechanic- 0779785673, 0252298509",,5,Mechanics,Mechanics,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Mechanics_R3J_r2hCx.png?updatedAt=1728630066523,8.6439066,80.6730005,"8.6439066,80.6730005",,,779785673,,,,,30/9/2025 3:22pm,Sri Lanka,
rec121S0TenrCCbeU,,IOC fuel station Waskaduwa,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,6.6308674,79.9424712,"6.6308674,79.9424712",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rec177OZhl3Fos7Tb,,Gangaramaya - Humupitiya,"Due to it being complete with bo tree, image house, Simamalaka and a chamber with relics of the Buddha the Gangaramaya Temple is both famous and popular. Visitors to the temple will also be able to see a huge mural depicting the eight vicissitudes of life.",Karkadann - Zone 5,3,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,6.91657975,79.85657564,"6.91657975,79.85657564",,,,,"4462,4463","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec177OZhl3Fos7Tb_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rec177OZhl3Fos7Tb_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rec199kQvcPcRh2zX,,Go Yala Farm Villa,,,4,Accommodation,Accommodation,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Accommodation_eXD625qUuj.png?updatedAt=1728630048891,6.342377,81.2995642,"6.342377,81.2995642",,,,,,,,10/11/2024 11:38am,Sri Lanka,
